日期\时间,0:10,0:20,0:30,0:40,0:50,1:00,1:10,1:20,1:30,1:40,1:50,2:00,2:10,2:20,2:30,2:40,2:50,3:00,3:10,3:20,3:30,3:40,3:50,4:00,4:10,4:20,4:30,4:40,4:50,5:00,5:10,5:20,5:30,5:40,5:50,6:00,6:10,6:20,6:30,6:40,6:50,7:00,7:10,7:20,7:30,7:40,7:50,8:00,8:10,8:20,8:30,8:40,8:50,9:00,9:10,9:20,9:30,9:40,9:50,10:00,10:10,10:20,10:30,10:40,10:50,11:00,11:10,11:20,11:30,11:40,11:50,12:00,12:10,12:20,12:30,12:40,12:50,13:00,13:10,13:20,13:30,13:40,13:50,14:00,14:10,14:20,14:30,14:40,14:50,15:00,15:10,15:20,15:30,15:40,15:50,16:00,16:10,16:20,16:30,16:40,16:50,17:00,17:10,17:20,17:30,17:40,17:50,18:00,18:10,18:20,18:30,18:40,18:50,19:00,19:10,19:20,19:30,19:40,19:50,20:00,20:10,20:20,20:30,20:40,20:50,21:00,21:10,21:20,21:30,21:40,21:50,22:00,22:10,22:20,22:30,22:40,22:50,23:00,23:10,23:20,23:30,23:40,23:50,0:00+1
2025/6/11,4152.2007,4165.7828,4264.3500,4200.6974,4056.4627,3963.4800,4007.7087,4220.8798,4317.8000,3968.1131,3842.3309,4102.0200,4222.7576,4002.6503,3703.9000,3751.8963,3746.9212,3590.1800,3582.0279,3584.5460,3581.6000,3704.2644,3736.8011,3652.6500,3638.9777,3630.7690,3652.8800,3805.1495,3873.6102,3795.5000,3724.9402,3747.3640,3684.1700,3410.9442,3926.1692,4893.4400,4920.3658,4818.7764,4945.0600,4835.1199,4817.3375,4912.9100,4790.2473,4751.4165,4775.0500,4662.0172,5380.3871,6560.8500,6743.8553,6612.6939,6623.0900,6538.0434,6469.4363,6507.2800,6609.8168,6681.0015,6659.9000,6554.2644,6455.4071,6438.1000,6494.4737,6447.9040,6402.3900,6591.8952,6514.4706,6250.8700,6388.9059,6490.6562,6465.8200,6618.8440,6419.0227,5937.6400,5857.9733,6043.6477,6199.1700,6204.8323,6398.5631,6631.7400,6405.9813,6206.9325,6355.0100,6681.1135,6753.1146,6617.0300,6660.9612,6513.2701,6269.8700,6469.5723,6780.9571,6916.8200,6898.2787,6897.3463,6981.1500,7056.1209,6955.7956,6753.5300,6709.0203,6799.1219,6877.8700,6814.2435,6735.7522,6871.3400,7298.3887,7380.2678,7149.3900,7113.2897,6358.1717,5197.2900,5021.7790,5196.7103,5227.7600,5253.5634,5287.4346,5333.4000,5392.4832,5345.7084,5257.5200,5296.9975,5215.6286,5086.7200,5224.3603,5220.2806,5135.6100,5405.3050,5383.0137,5104.2700,5266.0094,5401.0482,5375.4200,5447.4046,4955.1676,4138.7100,4020.3105,4213.0058,4351.8500,4399.8922,4112.0458,3806.9500,4098.3759,4329.8691,4186.9600,4001.4036,4010.8167,4112.1000
2025/6/12,4027.3318,4008.2757,4204.6100,4424.0883,4103.7795,3622.8500,3916.3436,4063.8173,3798.5100,3782.4675,3881.9180,3854.9400,3689.3139,3842.7487,4069.3500,3707.4088,3658.4916,4012.0600,3957.8953,3909.5407,4025.1900,3989.8068,3888.5788,3792.8300,3674.7681,3589.7185,3584.2700,3642.0247,3625.8981,3548.9700,3561.2075,3634.6985,3571.2300,3340.3020,3998.2590,5067.6500,4936.2165,4632.9944,4799.1900,5017.1037,4925.1837,4636.6400,4612.2720,4890.0071,5004.1500,4600.6044,5240.7579,6630.6000,6818.0323,6541.0165,6509.2200,6649.8425,6679.2971,6566.2000,6525.0151,6563.5769,6581.2000,6495.8783,6501.7711,6568.1000,6485.9681,6494.1152,6533.3000,6325.6095,6341.6788,6577.8700,6531.8918,6366.9901,6337.1300,6490.1499,6405.6903,6101.7700,6001.6788,5943.7723,5888.0900,6023.7162,6350.0282,6592.0300,6480.1311,6619.7916,6875.1000,6552.3738,6523.8316,6848.9600,6715.4219,6654.3480,6900.4800,7087.5553,7034.8737,6778.0700,6522.7540,6491.1289,6636.8600,6711.0361,6740.3963,6877.5100,7160.7820,6998.9672,6615.9300,6830.2220,6981.9906,6834.2600,6830.0325,6924.7082,7060.6200,7117.3753,6318.4011,5208.7300,5223.0505,5449.1549,5333.0500,5223.1657,5228.5645,5298.1400,5318.9687,5288.7564,5207.4800,5094.7880,5142.3563,5308.8100,5338.3874,5227.0869,5126.0400,5205.8204,5358.3789,5410.4100,5286.3153,5265.2757,5384.4500,5342.2871,4828.7578,4075.2500,3743.7308,4032.0924,4407.0700,4113.3907,3904.7567,4013.0600,3948.4205,3946.5700,4200.3800,4487.0813,3922.6684,2926.7800
2025/6/13,2867.2945,3069.8223,3022.4900,2901.7226,2871.6563,2887.9700,2798.6579,2801.9522,2952.2000,3083.6015,3089.0372,2987.6500,2880.8911,2767.4946,2713.6900,2810.8767,2883.2347,2905.3600,2976.4205,2841.6387,2628.4600,2742.2872,2824.9729,2710.2200,2606.6680,2661.4331,2785.4200,2773.7971,2811.0763,2863.4400,2709.4574,2634.8231,2723.2000,2783.2017,2843.8869,2797.6700,2513.4715,2514.3927,2727.7000,2616.5498,2791.7634,3203.8100,3134.5499,2993.4846,3016.8600,3021.8379,3013.8299,3093.9300,3309.9387,3339.1269,3144.6200,3068.2195,3425.9095,3961.9500,4058.6028,3891.0964,3760.3100,3801.1130,3810.6275,3758.6900,3797.6510,3794.0340,3750.7600,3809.6728,3833.2746,3785.9200,3786.6090,3870.6618,3908.3700,3765.4001,3830.0341,3993.2800,3773.0602,3683.9288,3837.0300,3819.0005,3748.1162,3694.5400,3627.8421,3844.5252,4184.0300,4122.0999,3842.3018,3691.9600,3861.9874,4008.5092,3979.2000,3918.2131,3858.5545,3871.9700,4029.9158,4131.7481,4123.0600,4134.1575,4172.9609,4189.2100,4137.2898,4090.4995,4139.6400,4255.2431,4006.6149,3541.6100,3498.1105,3758.5884,3994.4300,3945.0448,3684.9940,3462.8800,3503.2765,3585.1878,3623.4400,3714.1993,3697.6926,3609.4800,3665.6134,3758.9728,3768.0700,3692.2474,3723.7198,3801.1700,3682.8781,3599.5187,3676.8600,3827.6257,4009.0850,3998.0900,3588.1390,3386.7216,3552.8000,3631.2374,3349.6975,3002.1700,3134.9824,3273.0966,3204.5100,3163.1081,3076.8751,2942.2300,2914.1665,3158.2982,3363.4100,3044.5874,2898.9834,3140.8100
2025/6/14,3292.2207,3247.7620,3135.4200,3144.8943,3189.3566,3191.8600,3141.3129,2978.2906,2859.9600,2991.4169,2886.4490,2684.5800,2981.8740,3040.3061,2782.6100,2861.4034,2863.2888,2706.7400,2767.5101,2826.5835,2821.3800,2923.5020,2996.6877,2885.8000,2608.6737,2602.2534,2799.8900,2720.8463,2641.2198,2632.7400,2502.5390,2578.8036,2833.5600,2871.5102,2789.4328,2768.8800,2863.8437,2808.6146,2621.6900,2617.4370,2834.3885,3131.1100,3294.7013,3261.0929,3155.7500,3173.0118,3186.3298,3174.3100,3235.6404,3211.7119,3117.0300,3160.4110,3366.9129,3644.1600,3852.5107,3939.4047,3890.6600,3743.0588,3668.9743,3763.8400,3940.9272,3851.4805,3627.7600,3731.9048,3783.4133,3618.9200,3481.8240,3500.7818,3619.7200,3676.5508,3689.0127,3693.5300,3700.2899,3725.1955,3761.5200,3780.9427,3768.4578,3763.3700,3817.3428,3834.9581,3827.6700,3893.2639,3906.2985,3871.5500,3911.3368,3878.1365,3792.1000,3849.9288,4004.3225,4111.9400,4048.5320,3899.0665,3872.0300,4110.3626,4232.8240,4214.0100,4333.1906,4174.9277,3991.8500,4411.5054,4246.9867,3538.3600,3542.8764,3659.3145,3539.7600,3489.1585,3482.0899,3497.4100,3573.5938,3613.6869,3620.9100,3681.3967,3682.0144,3671.8500,3806.9784,3830.7687,3686.4800,3569.6441,3471.1280,3506.9400,3809.9315,3890.9938,3770.6000,3932.4898,4058.3330,3918.7700,3614.0096,3370.7921,3342.5800,3493.8805,3460.6218,3267.4400,3261.2988,3218.1699,3190.1900,3472.9639,3653.9269,3463.2300,3048.4780,2905.5899,3071.9400,3193.2655,3497.8213,3929.3800
2025/6/15,4104.4483,4073.2932,3966.4600,3873.2135,3844.8132,3816.4800,3690.4241,3656.0584,3785.7800,3947.7195,3960.7672,3812.3800,3687.4872,3825.0955,4005.9100,3763.3064,3505.1831,3508.7300,3668.6769,3776.5117,3797.2200,3832.5407,3760.5047,3649.7400,3718.0974,3791.0457,3716.4200,3531.2489,3520.0975,3653.5100,3637.6446,3609.2445,3587.6700,3536.5214,4063.9070,4826.0400,4805.3336,4714.4296,4875.1300,4897.6433,4879.5197,4846.6800,4710.5577,4715.1653,4733.4500,4541.1563,5269.4541,6538.9900,6712.9528,6509.2330,6502.9600,6536.1811,6531.2720,6561.7800,6724.2330,6730.7074,6535.6100,6395.7355,6411.9045,6497.6600,6490.7947,6498.6990,6570.3100,6639.8637,6688.8957,6628.8200,6386.6050,6271.5731,6388.1600,6505.9828,6289.1037,6019.1000,6267.5240,6253.9908,6002.5700,6317.0392,6556.9632,6501.5000,6567.1942,6562.8041,6495.3500,6597.0098,6582.8048,6442.1000,6484.6417,6666.7718,6746.9200,6525.4940,6373.9805,6417.3500,6455.2594,6543.5709,6708.5600,6866.1007,6889.3666,6805.5100,6781.2509,6880.8409,6994.9400,6960.4460,6972.9322,7069.3200,7090.2911,7090.6579,7167.4700,7216.4039,6443.4638,5239.4800,4922.3888,5107.0910,5352.2300,5549.0739,5402.7493,5045.7800,4943.4957,4988.1925,5114.0800,5344.7790,5322.6096,5110.2300,5146.8788,5307.9872,5342.7400,5139.6912,5045.6032,5119.1700,5125.9046,5256.4291,5544.6600,5667.4654,4997.1360,4061.1400,4084.5731,4214.9508,4100.6600,4218.3157,4243.8373,4129.6900,4175.7382,4137.0801,4035.7800,4148.2153,4153.2717,4015.9800
2025/6/16,4053.1730,4225.4364,4321.5100,4159.2910,3979.2079,3994.0800,4185.3781,4167.5652,3965.1500,3943.9510,3854.3056,3755.2900,3966.1044,4002.5770,3824.2600,3852.6321,3781.0634,3637.7400,3763.5734,3688.8019,3516.8800,3790.3251,3733.9417,3431.3300,3739.1226,3864.0205,3615.2400,3613.3364,3628.4761,3590.3900,3704.2094,3753.8618,3664.7800,3682.6719,4287.0114,5028.8800,4923.9830,4743.8677,4823.6100,4758.1722,4716.1737,4772.0400,4779.6229,4700.5277,4541.0500,4491.2495,5350.9355,6589.4900,6756.2238,6615.3217,6690.2100,6743.3528,6734.8759,6647.4900,6479.8810,6428.0080,6519.3800,6597.6792,6641.3909,6607.4000,6469.0289,6479.3066,6578.8400,6470.1257,6419.6562,6486.5600,6456.5460,6427.7004,6483.8100,6568.5666,6466.9357,6302.5300,6392.6951,6346.2405,6173.4500,6290.4119,6419.3026,6418.3500,6414.4506,6353.8246,6324.8400,6482.7996,6509.6321,6468.2800,6706.2960,6731.7569,6472.0400,6378.2625,6457.8117,6600.8400,6734.2533,6920.6742,7060.7600,6945.7134,6714.7291,6647.6400,6891.5508,6890.7737,6688.5000,6847.3534,6934.3126,6877.5700,7033.7203,7024.0557,6863.0300,6871.2265,6309.6649,5329.6700,4952.0238,5033.1804,5223.3600,5306.8786,5221.8343,5122.2400,5240.6821,5410.8505,5386.9900,5101.9292,5086.0372,5385.6700,5505.2051,5326.3225,5118.6500,5248.3891,5341.6726,5298.1700,5380.2644,5459.7185,5427.1700,5244.3497,4692.4497,3995.4500,3704.4516,3726.2064,3896.5500,4127.3052,4257.3842,4227.6600,4094.7137,3898.8907,3809.0300,3983.2189,4023.3728,3899.9300
2025/6/17,3965.4077,4071.1678,4089.6100,4081.1738,4230.6893,4295.4200,3877.4513,3739.7369,3884.8900,3622.5111,3663.1485,3957.2000,3730.9470,3750.6832,4009.0900,3733.8827,3725.5287,4026.6200,3843.6400,3669.3774,3762.5200,3848.6378,3801.4677,3692.0400,3676.1763,3639.3457,3545.6400,3506.1621,3621.5326,3830.8700,3934.5702,3815.6140,3571.6600,3517.6205,4036.7809,4812.3700,5054.6905,4938.7418,4803.3300,4817.7937,4823.0850,4774.3200,4780.3569,4781.6970,4628.4300,4414.5965,5305.1680,6695.4100,6714.8283,6520.6957,6662.4200,6534.5626,6443.9456,6550.3300,6632.2065,6518.2933,6368.7900,6503.4882,6632.6887,6553.8800,6370.7169,6418.2069,6603.3100,6531.2971,6512.4074,6557.5600,6370.1334,6325.6242,6490.3300,6510.0728,6288.4200,6017.0200,5984.3289,6001.7854,5966.6300,5988.5384,6183.7979,6365.4100,6238.9659,6267.9060,6581.9000,6794.4112,6584.9016,6214.5100,6277.9194,6475.6857,6489.2800,6300.6086,6235.1714,6343.2600,6421.4368,6664.3947,6867.0300,6608.3503,6577.2697,6844.1400,6827.5609,6915.2163,7060.1900,6810.2443,6799.3596,7039.5600,6886.9660,6668.8619,6750.2100,7017.7973,6379.4846,5177.8600,4950.6035,5314.7667,5556.9100,5345.8486,5181.1678,5179.8600,5058.6953,5251.7517,5569.9700,5346.2290,5202.4799,5309.1300,5250.2699,5369.2495,5610.0600,5498.4241,5271.2435,5194.0500,5318.3123,5466.2969,5498.3200,5347.8868,4882.5582,4313.0500,4075.2086,4067.3054,4153.4800,4260.4775,4168.2260,4066.1800,4349.8157,4475.5367,4259.3700,4060.1387,4004.0323,4002.6500
2025/6/18,3917.2691,3987.1446,4089.9900,3851.1488,3697.4474,3811.4000,3952.0321,3986.0354,3875.0300,3717.0235,3873.9818,4106.3300,3821.0769,3647.9330,3824.7300,3947.8463,3874.2637,3690.5700,3590.0025,3566.7765,3591.2700,3643.7446,3637.8568,3570.8600,3532.0368,3574.5147,3694.2700,3826.5160,3856.7354,3778.8900,3710.3861,3769.2111,3807.9400,3642.1793,3953.4692,4661.4700,4950.0667,4977.0141,4970.1100,4957.0337,4903.3308,4795.3900,4689.4254,4767.5528,4879.1200,4809.9431,5477.3891,6498.0900,6481.3987,6314.1126,6470.5400,6545.6022,6605.2332,6647.9100,6553.8971,6503.7618,6491.1000,6369.8037,6467.3857,6678.1300,6557.5608,6499.9044,6559.8700,6380.5795,6173.5912,6153.9900,6312.7300,6341.9588,6292.4200,6458.8815,6412.3276,6151.1500,6139.3364,6252.6859,6254.5800,6081.5604,6167.3231,6386.4800,6226.9647,6320.6552,6659.8300,6559.9739,6348.7158,6320.2300,6440.0697,6551.0147,6576.0700,6548.5683,6513.8688,6549.7600,6681.5970,6626.3345,6564.0000,6923.8433,7012.7221,6823.6600,7010.8716,7018.6017,6798.6700,6894.1148,6952.1254,6894.3200,6975.8856,6793.3450,6607.9600,6986.9144,6476.2472,5270.8400,5103.7119,5245.9659,5211.1300,5269.7516,5209.9657,5058.5500,5103.5323,5205.7259,5195.2000,5070.4715,5161.2530,5375.4400,5315.1864,5347.5177,5419.5400,5099.5553,4884.4871,4990.3000,5161.7920,5337.9899,5496.9900,5508.3195,4907.8156,4053.1100,3883.5626,4058.3743,4205.4400,4266.7557,4246.2229,4164.8700,4068.4399,4073.6195,4128.6000,4072.3005,4044.9512,4120.6100
2025/6/19,4194.0480,4037.6148,3861.9100,4089.3843,4151.5363,3926.7500,3866.9222,3918.9866,3896.3400,3718.8752,3713.3086,3907.9300,4001.3505,3975.1396,3912.4300,3892.2594,3873.5697,3830.2200,3780.5811,3738.7026,3684.2800,3601.3287,3611.7033,3632.0800,3479.6028,3511.2851,3721.3700,3755.7418,3848.9128,3945.8400,3739.3145,3657.7721,3760.1600,3764.1045,4214.0114,4934.9300,5100.0961,4989.4725,4834.1100,4614.1968,4628.7507,4780.8100,4690.8801,4738.0735,4841.9400,4678.5877,5478.3552,6821.3400,6908.1990,6570.4190,6514.9700,6640.6434,6825.9866,6808.5500,6403.4101,6278.0923,6478.3300,6425.1904,6371.6615,6437.6700,6460.7020,6539.4216,6614.2600,6497.6849,6392.1214,6424.9500,6528.6523,6561.8534,6494.2500,6397.0097,6239.1131,6016.7300,5816.1479,5851.9377,6014.4500,5987.4723,6038.7414,6299.5900,6605.0011,6759.4661,6783.7700,6840.5414,6788.6506,6680.4300,6723.2076,6671.8722,6503.8900,6481.2758,6641.0176,6766.1800,6617.0549,6613.9698,6783.5000,6747.4454,6738.1502,6829.9900,6827.0889,6724.9765,6691.9900,6878.8397,6903.7444,6794.5600,6903.1121,6746.5928,6671.0300,7327.2228,6558.7181,4852.7000,4992.7179,5582.6423,5567.0400,5298.2357,5066.7985,5069.2000,5362.0622,5692.8301,5689.4500,5199.6858,5074.4017,5329.2100,5196.6626,5097.8544,5189.4000,5198.7674,5404.7529,5631.7700,5367.7307,5128.4824,5235.5300,5414.3681,4890.2453,3955.4500,3730.1084,3906.2996,4008.0500,3891.0345,3911.4487,4137.5600,4264.1301,4144.9872,3899.7800,3779.2670,3675.9614,3469.3800
2025/6/20,3148.7339,2829.7632,2744.2300,3002.4654,2933.1076,2693.6300,3063.7231,3255.2988,3081.0700,3103.5781,2903.4633,2597.2500,2784.2534,2859.5256,2685.0800,2720.0186,2721.3411,2636.9600,2694.0267,2745.1909,2737.3300,2772.4727,2806.7962,2790.5900,2729.2383,2712.2739,2724.9600,2671.6274,2627.1977,2586.1500,2496.7568,2601.9779,2802.6000,2734.6705,2634.4472,2672.4800,2769.1273,2735.1751,2579.6500,2548.4949,2915.6262,3348.8400,3224.1461,3159.8108,3335.2000,3326.5273,3309.4975,3331.3300,3230.7615,3149.3460,3081.7400,2962.3333,3344.0878,3950.4600,3873.5395,3606.5202,3549.8800,3647.0681,3824.9511,3924.7200,3803.1910,3714.6079,3760.0100,3814.6855,3861.9632,3846.6700,3729.6251,3790.6562,3977.0900,3942.0354,3813.3780,3833.9700,4059.1437,3872.8652,3529.9000,3894.9103,4156.3931,3947.1400,3717.1932,3678.4855,3789.1200,3873.9223,3957.0455,3970.6600,3817.7889,3836.6106,3938.0200,3735.7471,3772.4778,4078.4300,4091.1490,3883.5987,3778.8600,4005.0563,4102.6343,3989.9300,4003.3260,3966.4438,3976.6100,4296.4077,4252.6887,3730.9000,3329.2267,3294.5097,3452.7100,3441.0550,3431.3341,3558.6400,3725.1979,3617.7967,3336.0200,3300.0569,3360.4468,3377.2300,3408.9871,3656.7054,3816.6900,3416.9107,3409.2439,3811.0500,3692.2866,3496.7719,3521.6100,3611.9694,3811.6437,3961.7700,3791.8138,3606.3418,3637.2700,3794.5028,3605.1005,3143.5500,2968.2843,3011.9106,3073.1600,3060.9927,3187.9334,3312.8500,3096.8265,3093.0251,3316.1700,3236.7553,3190.7280,3230.9500
2025/6/21,3087.9838,3200.0919,3401.4600,3063.5261,2820.2572,2883.3800,2869.9796,2985.8287,3164.1800,3064.8457,2954.0459,2994.6200,3072.4014,3013.1015,2838.7500,2749.9199,2820.5847,2936.2400,2920.1894,2951.0328,2977.5100,2780.2980,2728.3059,2862.1900,2845.9182,2748.9510,2677.3100,2660.8713,2702.3205,2732.3200,2664.7178,2606.8710,2642.1500,2745.0641,2758.0420,2741.6400,2888.7304,2932.2310,2764.0200,2606.6137,2867.7649,3304.2700,3254.3169,3137.5948,3174.8500,3159.7263,3087.5763,3062.3600,3162.0197,3160.9922,3037.5900,3030.9974,3289.9390,3650.6200,3785.9011,3849.6183,3824.6000,3582.3586,3687.9447,4000.1400,3826.1041,3761.4976,3901.9100,3726.7535,3565.5609,3679.2100,3945.6166,3900.6403,3645.7600,3705.1427,3724.3133,3631.0800,3735.5415,3852.2352,3928.5600,4059.9044,3912.5928,3688.0100,3910.4683,3862.6154,3589.2900,3849.2221,3978.2382,3861.8500,4047.8905,4095.2281,4007.3900,4227.0513,4182.4486,3879.6800,3916.2335,3924.3398,3875.5000,4137.0155,4317.2602,4217.4300,4034.2858,3980.7146,4042.0200,3983.7740,3621.8931,3240.3000,3335.0072,3462.6248,3484.2700,3649.2081,3604.3529,3349.5100,3274.4828,3297.0032,3342.7900,3456.8314,3634.5648,3852.7200,4004.9442,3706.7434,3293.4800,3492.5254,3490.6667,3189.6200,3348.2366,3725.2052,3960.1300,3881.8245,3513.6729,3160.3200,3214.7106,3489.1029,3713.4900,3715.4477,3460.6768,3169.6800,3161.2424,3268.4465,3317.1900,3281.0391,3250.7574,3190.3900,2998.9363,2920.9743,2989.3000,3024.5710,3193.3141,3636.1400
2025/6/22,4241.9529,4388.4535,4075.4300,3916.6663,3984.7585,4147.3500,4225.5694,4109.5613,3920.3700,3887.9694,3838.0980,3764.4700,3821.1602,3740.7575,3660.9900,3973.9118,4067.2406,3807.5100,3668.1163,3614.9248,3642.3700,3787.4609,3636.4612,3414.1400,3727.9017,3751.7031,3384.0900,3374.4387,3520.1260,3586.4300,3585.9117,3639.2521,3676.9900,3605.2738,4046.5058,4773.9800,4875.2823,4796.9286,4873.1900,4964.2144,4900.1545,4811.1400,4967.7976,5007.2992,4725.8400,4453.3561,5288.5994,6623.7000,6667.1858,6423.6657,6463.7500,6375.1556,6412.4315,6623.1900,6697.7295,6461.4215,6210.6100,6414.8866,6533.8911,6427.3800,6471.4852,6487.6664,6362.4800,6226.8011,6326.8079,6525.2800,6443.2686,6361.5089,6433.7700,6503.2099,6368.3834,6099.1700,6000.4404,6183.0784,6317.9600,6006.3851,6074.8569,6516.9600,6489.8088,6360.7462,6406.2700,6490.2313,6461.9305,6448.2000,6673.2917,6673.1461,6464.7200,6540.3576,6675.7958,6605.6800,6333.0706,6331.3493,6683.6200,6971.3336,6819.9776,6454.0500,6476.8129,6681.4391,6756.9700,6617.1899,6635.7268,6845.8900,6942.0069,7069.6308,7279.1600,7269.3346,6253.5240,4906.2000,4811.3380,4927.0873,4824.8600,5086.8980,5218.8292,5089.0900,5103.7061,5234.7283,5340.7500,5332.0287,5310.6345,5283.3200,5165.0431,5073.9384,5120.5700,5294.6376,5355.3218,5304.8100,5335.0062,5220.1648,5159.1200,5476.7015,4955.5688,3875.2100,3805.8784,3972.1239,3995.0500,4268.3912,4294.1893,4084.4400,4152.3874,4073.5180,3928.6500,4230.4867,4267.7331,3930.4900
2025/6/23,3863.9277,4063.6894,4185.7700,3918.9827,3729.3127,3757.4600,3715.6497,3683.7059,3744.3400,3848.9993,3810.2869,3571.9900,3333.5589,3614.3343,4025.7200,3674.0167,3535.5013,3836.1900,3840.4843,3856.8768,3926.5800,3740.4645,3726.3034,3843.6000,3649.5235,3686.4422,3857.0800,3539.5843,3533.6129,3800.5100,3525.9987,3549.4217,3819.0800,3508.3656,3879.8634,4870.6200,5027.2595,4768.5781,4651.4700,4784.3419,4891.6517,4795.9200,4591.8979,4673.0318,4835.8600,4650.9599,5373.5336,6651.2200,6748.9919,6506.5099,6543.3100,6623.4826,6638.3202,6618.4600,6650.3723,6656.3069,6599.8600,6521.1255,6435.3863,6421.4100,6537.1821,6491.2553,6270.7200,6184.4632,6348.6047,6525.1500,6380.2399,6374.7828,6504.0300,6313.8553,6197.6871,6185.7400,5930.4372,5873.8372,6002.9800,5897.7836,6105.3355,6519.6900,6465.3745,6557.8544,6853.1000,6754.8312,6609.5016,6626.1000,6684.0925,6862.5031,6972.2500,6707.9091,6562.3735,6659.9700,6669.1240,6708.9807,6735.0900,6542.1879,6403.0141,6508.7600,6792.5795,6982.2540,6987.6800,6915.4377,6742.4020,6602.0400,6711.1033,6863.9139,6989.7800,7056.9931,6282.2414,5130.8100,4990.8518,5214.4971,5292.4700,5316.3972,5142.9651,4906.5100,4963.6108,5184.4161,5297.8000,5167.3442,5230.7692,5426.7400,5274.9583,5170.6259,5286.5600,5387.4077,5399.6954,5324.1900,5218.1221,5241.6535,5408.6500,5464.6682,4820.9058,3990.5200,4124.2980,4241.8258,4020.9200,4092.7474,4109.0822,3995.0900,4071.8083,4128.4023,4054.5900,3968.3734,3940.6405,3964.0000
2025/6/24,3968.5445,3896.4237,3844.5200,3956.0557,3970.9775,3877.8500,3942.3504,4129.8192,4226.5600,4075.7181,4117.9874,4257.5500,3963.4778,3690.4552,3647.9000,3634.0969,3782.6258,3928.5600,3743.5192,3760.9772,3924.2100,3654.7691,3495.2096,3554.0300,3413.1049,3419.0464,3626.2600,3699.0430,3702.8858,3724.1200,3761.7174,3799.7012,3707.0100,3487.9318,4067.2038,5006.8800,4892.4691,4725.4945,4902.2800,4832.1405,4855.6600,4932.3200,4667.3618,4710.8844,4894.0800,4531.8572,5123.0682,6472.6400,6751.8776,6576.5411,6550.3200,6596.7636,6523.0361,6397.6300,6471.8521,6600.5907,6662.5700,6658.6616,6577.9620,6492.8100,6510.3757,6530.9514,6495.0000,6449.5654,6490.5374,6586.9100,6591.9254,6455.6458,6324.0500,6379.7039,6291.7402,6076.6900,6099.9513,6211.4924,6118.4000,5730.3090,5761.7951,6210.7700,6384.9659,6487.7866,6601.8400,6540.7829,6456.2174,6463.9500,6540.2249,6603.8123,6652.7500,6713.0174,6573.7034,6428.4200,6706.6738,6944.5979,6952.3400,6951.8737,6817.5395,6670.7800,6817.5720,6954.5403,6864.3500,6626.2013,6524.5379,6608.9600,6706.7749,6883.5350,7118.2300,7156.4187,6451.9620,5412.7700,5086.2944,5002.8050,4893.2000,4980.8896,5102.5034,5172.0300,5263.8233,5368.9937,5398.8900,5241.3144,4929.4337,4799.2000,5180.7916,5358.2404,5266.1400,5485.5844,5553.6227,5419.4400,5512.3578,5473.9092,5298.0500,5276.1066,4718.0612,3972.0500,4127.0951,4139.5832,3834.9300,4071.6347,4210.6175,4031.0200,4024.5117,4282.8984,4396.6500,3931.3624,3865.1328,4215.0000
2025/6/25,4049.8387,3890.6925,3972.7200,3972.8983,3980.6378,4002.2400,3905.7314,3780.2248,3775.7500,3934.8949,3880.3137,3673.5700,3730.2081,3727.6358,3645.6600,3804.0934,3924.2828,3871.7100,3791.3838,3746.5972,3705.2400,3612.1999,3598.8297,3655.6600,3655.6846,3739.9216,3783.2600,3522.6489,3456.4352,3647.7500,3669.5709,3640.9968,3591.1700,3496.6215,4007.0357,4805.3300,4854.3502,4756.7598,4846.5700,4849.4257,4815.7937,4745.2000,4578.8430,4565.6295,4624.6900,4567.6896,5338.2871,6550.1000,6738.3142,6565.6663,6588.8200,6693.4416,6710.9937,6622.2700,6553.0965,6579.6421,6602.7700,6457.0817,6348.5476,6388.7700,6470.4988,6383.7218,6275.3000,6453.7609,6388.7074,6162.9000,6393.6040,6553.6875,6409.2300,6247.1826,6087.3910,5944.8200,5871.6384,5800.2717,5743.5400,5856.6919,6388.4308,6883.1400,6593.1499,6455.8025,6640.2900,6458.2752,6534.1960,6772.6300,6404.8846,6182.3577,6527.5000,7046.6588,7005.3458,6525.7200,6419.2058,6526.7775,6623.8800,6684.4722,6725.0435,6721.9200,6658.1352,6726.5479,6901.0600,6938.6264,6819.6727,6662.3700,6640.6955,6827.5262,7070.1100,6985.9079,6118.9785,5084.6500,5067.7080,5223.7356,5159.9700,5287.2931,5360.3612,5250.5600,5113.5295,5068.9701,5062.0400,4972.4196,5051.9886,5299.2300,5421.9353,5362.3094,5221.8500,5148.6455,5095.4531,5096.1000,5220.7208,5184.8167,5159.9200,5507.9490,5229.9755,4394.2400,4106.1952,3993.4231,3908.3900,4137.5345,4281.6456,4172.7700,4022.1218,3921.1452,3950.7400,4122.7775,4100.8498,3994.0400
